ID,Household income,Household size,Rainfall,Ave temp dry,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay,tA,Wd,td,t2,A2,W2,d2,t3,A3,W3,d3,t4,A4,W4,d4
932,45000,7,2.5,29.1,60,336.15,15,100,120,170,7200,57145.5,20169,3600,14400,28900,112996.8225,216000,1728000,4913000,37983881.88,12960000,207360000,835210000,12768281895
933,45000,7,2.5,29.1,20,320.33,13,220,360,410,7200,131335.3,6406.6,400,129600,168100,102611.3089,8000,46656000,68921000,32869480.58,160000,16796160000,28257610000,10529080714
934,45000,7,2.5,29.1,30,272.39,3,180,285,330,8550,89888.7,8171.7,900,81225,108900,74196.3121,27000,23149125,35937000,20210333.45,810000,6597500625,11859210000,5505092729
935,50000,7,2.5,29.1,50,256.01,14,120,120,170,6000,43521.7,12800.5,2500,14400,28900,65541.1201,125000,1728000,4913000,16779182.16,6250000,207360000,835210000,4295638424
936,75000,7,2.5,29.1,30,188.49,6,180,350,400,10500,75396,5654.7,900,122500,160000,35528.4801,27000,42875000,64000000,6696763.214,810000,15006250000,25600000000,1262272898
937,80000,9,2.5,29.1,20,109.07,3,200,405,450,8100,49081.5,2181.4,400,164025,202500,11896.2649,8000,66430125,91125000,1297525.613,160000,26904200625,41006250000,141521118.6
938,105000,6,2.5,29.1,60,144.25,0,200,210,260,12600,37505,8655,3600,44100,67600,20808.0625,216000,9261000,17576000,3001563.016,12960000,1944810000,4569760000,432975465
939,75000,7,2.5,29.1,30,63.81,1,180,285,330,8550,21057.3,1914.3,900,81225,108900,4071.7161,27000,23149125,35937000,259816.2043,810000,6597500625,11859210000,16578872
940,90000,9,2.5,29.1,20,67.54,1,200,360,410,7200,27691.4,1350.8,400,129600,168100,4561.6516,8000,46656000,68921000,308093.9491,160000,16796160000,28257610000,20808665.32
941,85000,9,2.5,29.1,20,38.83,1,220,405,450,8100,17473.5,776.6,400,164025,202500,1507.7689,8000,66430125,91125000,58546.66639,160000,26904200625,41006250000,2273367.056
942,45000,6,2.5,29.1,40,96.02,3,140,285,330,11400,31686.6,3840.8,1600,81225,108900,9219.8404,64000,23149125,35937000,885289.0752,2560000,6597500625,11859210000,85005457
943,100000,6,2.5,29.1,40,188.74,16,140,150,200,6000,37748,7549.6,1600,22500,40000,35622.7876,64000,3375000,8000000,6723444.932,2560000,506250000,1600000000,1268982996
944,50000,7,2.5,29.1,50,146.25,6,120,120,170,6000,24862.5,7312.5,2500,14400,28900,21389.0625,125000,1728000,4913000,3128150.391,6250000,207360000,835210000,457491994.6
945,65000,8,2.5,29.1,40,179.51,2,160,165,210,6600,37697.1,7180.4,1600,27225,44100,32223.8401,64000,4492125,9261000,5784501.536,2560000,741200625,1944810000,1038375871
946,75000,7,2.5,29.1,30,139.04,1,180,285,330,8550,45883.2,4171.2,900,81225,108900,19332.1216,27000,23149125,35937000,2687938.187,810000,6597500625,11859210000,373730925.6
947,75000,7,2.5,29.1,30,243.4,10,180,280,330,8400,80322,7302,900,78400,108900,59243.56,27000,21952000,35937000,14419882.5,810000,6146560000,11859210000,3509799401
948,75000,7,2.5,29.1,30,71.03,0,180,285,330,8550,23439.9,2130.9,900,81225,108900,5045.2609,27000,23149125,35937000,358364.8817,810000,6597500625,11859210000,25454657.55
949,75000,9,2.5,29.1,20,115.97,3,200,200,250,4000,28992.5,2319.4,400,40000,62500,13449.0409,8000,8000000,15625000,1559685.273,160000,1600000000,3906250000,180876701.1
950,75000,7,2.5,29.1,60,187,12,100,120,170,7200,31790,11220,3600,14400,28900,34969,216000,1728000,4913000,6539203,12960000,207360000,835210000,1222830961
951,75000,6,2.5,29.1,40,107.84,7,140,150,200,6000,21568,4313.6,1600,22500,40000,11629.4656,64000,3375000,8000000,1254121.57,2560000,506250000,1600000000,135244470.1
952,40000,7,2.5,29.1,60,131.32,5,100,120,170,7200,22324.4,7879.2,3600,14400,28900,17244.9424,216000,1728000,4913000,2264605.836,12960000,207360000,835210000,297388038.4
953,55000,6,2.5,29.1,40,201.23,6,140,285,330,11400,66405.9,8049.2,1600,81225,108900,40493.5129,64000,23149125,35937000,8148509.601,2560000,6597500625,11859210000,1639724587
954,100000,7,2.5,29.1,20,214.7,11,220,360,410,7200,88027,4294,400,129600,168100,46096.09,8000,46656000,68921000,9896830.523,160000,16796160000,28257610000,2124849513
955,45000,6,2.5,29.1,40,272.03,17,140,285,330,11400,89769.9,10881.2,1600,81225,108900,74000.3209,64000,23149125,35937000,20130307.29,2560000,6597500625,11859210000,5476047493
956,45000,9,2.5,29.1,20,419.31,26,220,210,260,4200,109020.6,8386.2,400,44100,67600,175820.8761,8000,9261000,17576000,73723451.56,160000,1944810000,4569760000,30912980473
957,40000,7,2.5,29.1,60,405.05,27,100,120,170,7200,68858.5,24303,3600,14400,28900,164065.5025,216000,1728000,4913000,66454731.79,12960000,207360000,835210000,26917489111
958,55000,6,2.5,29.1,40,792.91,37,140,285,330,11400,261660.3,31716.4,1600,81225,108900,628706.2681,64000,23149125,35937000,498507487,2560000,6597500625,11859210000,3.95E+11
959,95000,9,2.5,29.1,20,648.04,25,200,210,260,4200,168490.4,12960.8,400,44100,67600,419955.8416,8000,9261000,17576000,272148183.6,160000,1944810000,4569760000,1.76E+11
960,50000,7,2.5,29.1,50,569.08,25,120,120,170,6000,96743.6,28454,2500,14400,28900,323852.0464,125000,1728000,4913000,184297722.6,6250000,207360000,835210000,1.05E+11
961,60000,6,2.5,29.1,40,494.01,19,140,285,330,11400,163023.3,19760.4,1600,81225,108900,244045.8801,64000,23149125,35937000,120561105.2,2560000,6597500625,11859210000,59558391594
962,60000,9,2.5,29.1,20,465.7,19,200,210,260,4200,121082,9314,400,44100,67600,216876.49,8000,9261000,17576000,100999381.4,160000,1944810000,4569760000,47035411915
963,85000,9,2.5,29.1,20,611.74,23,200,210,260,4200,159052.4,12234.8,400,44100,67600,374225.8276,8000,9261000,17576000,228928907.8,160000,1944810000,4569760000,1.40E+11
964,105000,6,2.5,29.1,40,730.95,30,160,330,380,13200,277761,29238,1600,108900,144400,534287.9025,64000,35937000,54872000,390537742.3,2560000,11859210000,20851360000,2.85E+11
965,85000,9,2.5,29.1,20,644.66,33,200,210,260,4200,167611.6,12893.2,400,44100,67600,415586.5156,8000,9261000,17576000,267912003.1,160000,1944810000,4569760000,1.73E+11
966,50000,7,2.5,29.1,50,475.62,24,120,120,170,6000,80855.4,23781,2500,14400,28900,226214.3844,125000,1728000,4913000,107592085.5,6250000,207360000,835210000,51172947709
967,100000,7,2.5,29.1,30,576.34,29,180,285,330,8550,190192.2,17290.2,900,81225,108900,332167.7956,27000,23149125,35937000,191441587.3,810000,6597500625,11859210000,1.10E+11
968,65000,8,2.5,29.1,40,472.02,22,160,165,210,6600,99124.2,18880.8,1600,27225,44100,222802.8804,64000,4492125,9261000,105167415.6,2560000,741200625,1944810000,49641123515
969,65000,9,2.5,29.1,20,390.23,26,200,210,260,4200,101459.8,7804.6,400,44100,67600,152279.4529,8000,9261000,17576000,59424010.91,160000,1944810000,4569760000,23189031776
970,65000,9,2.5,29.1,20,328.87,26,200,210,260,4200,85506.2,6577.4,400,44100,67600,108155.4769,8000,9261000,17576000,35569091.69,160000,1944810000,4569760000,11697607183
971,65000,7,2.5,29.1,35,241.15,11,120,165,210,5775,50641.5,8440.25,1225,27225,44100,58153.3225,42875,4492125,9261000,14023673.72,1500625,741200625,1944810000,3381808918
972,65000,7,2.5,29.1,50,141.82,1,120,120,170,6000,24109.4,7091,2500,14400,28900,20112.9124,125000,1728000,4913000,2852413.237,6250000,207360000,835210000,404529245.2
973,105000,6,2.5,29.1,20,68.88,1,200,350,400,7000,27552,1377.6,400,122500,160000,4744.4544,8000,42875000,64000000,326798.0191,160000,15006250000,25600000000,22509847.55
974,105000,7,2.5,29.1,20,129.6,3,200,330,380,6600,49248,2592,400,108900,144400,16796.16,8000,35937000,54872000,2176782.336,160000,11859210000,20851360000,282110990.7
975,95000,8,2.5,29.1,40,256.73,22,160,165,210,6600,53913.3,10269.2,1600,27225,44100,65910.2929,64000,4492125,9261000,16921149.5,2560000,741200625,1944810000,4344166710
976,60000,6,2.5,29.1,40,320.25,21,140,285,330,11400,105682.5,12810,1600,81225,108900,102560.0625,64000,23149125,35937000,32844860.02,2560000,6597500625,11859210000,10518566420
977,85000,9,2.5,29.1,20,99.92,7,200,210,260,4200,25979.2,1998.4,400,44100,67600,9984.0064,8000,9261000,17576000,997601.9195,160000,1944810000,4569760000,99680383.8
978,100000,9,2.5,29.1,20,349.89,6,220,210,260,4200,90971.4,6997.8,400,44100,67600,122423.0121,8000,9261000,17576000,42834587.7,160000,1944810000,4569760000,14987393892
979,70000,8,2.5,29.1,40,562.47,9,160,165,210,6600,118118.7,22498.8,1600,27225,44100,316372.5009,64000,4492125,9261000,177950040.6,2560000,741200625,1944810000,1.00E+11
980,50000,7,2.5,29.1,40,711.4,6,120,165,210,6600,149394,28456,1600,27225,44100,506089.96,64000,4492125,9261000,360032397.5,2560000,741200625,1944810000,2.56E+11
981,85000,9,2.5,29.1,20,678.28,13,200,210,260,4200,176352.8,13565.6,400,44100,67600,460063.7584,8000,9261000,17576000,312052046,160000,1944810000,4569760000,2.12E+11
982,80000,7,2.5,29.1,30,801.24,21,180,285,330,8550,264409.2,24037.2,900,81225,108900,641985.5376,27000,23149125,35937000,514384492.1,810000,6597500625,11859210000,4.12E+11
983,80000,8,2.5,29.1,40,848.38,3,160,165,210,6600,178159.8,33935.2,1600,27225,44100,719748.6244,64000,4492125,9261000,610620338,2560000,741200625,1944810000,5.18E+11
984,80000,9,2.5,29.1,20,777.41,12,200,210,260,4200,202126.6,15548.2,400,44100,67600,604366.3081,8000,9261000,17576000,469840411.6,160000,1944810000,4569760000,3.65E+11
985,80000,6,2.5,29.1,40,867.16,10,140,285,330,11400,286162.8,34686.4,1600,81225,108900,751966.4656,64000,23149125,35937000,652075240.3,2560000,6597500625,11859210000,5.65E+11
986,85000,9,2.5,29.1,20,818.21,12,200,210,260,4200,212734.6,16364.2,400,44100,67600,669467.6041,8000,9261000,17576000,547765088.4,160000,1944810000,4569760000,4.48E+11
987,55000,6,2.5,29.1,40,888.79,18,140,285,330,11400,293300.7,35551.6,1600,81225,108900,789947.6641,64000,23149125,35937000,702097584.4,2560000,6597500625,11859210000,6.24E+11
988,55000,7,2.5,29.1,30,738.36,5,180,285,330,8550,243658.8,22150.8,900,81225,108900,545175.4896,27000,23149125,35937000,402535774.5,810000,6597500625,11859210000,2.97E+11
989,60000,9,2.5,29.1,20,675.67,8,200,210,260,4200,175674.2,13513.4,400,44100,67600,456529.9489,8000,9261000,17576000,308463590.6,160000,1944810000,4569760000,2.08E+11
990,90000,9,2.5,29.1,20,636.03,1,200,210,260,4200,165367.8,12720.6,400,44100,67600,404534.1609,8000,9261000,17576000,257295862.4,160000,1944810000,4569760000,1.64E+11
991,45000,6,2.5,29.1,40,581.61,1,140,285,330,11400,191931.3,23264.4,1600,81225,108900,338270.1921,64000,23149125,35937000,196741326.4,2560000,6597500625,11859210000,1.14E+11
992,45000,6,2.5,29.1,40,504.73,7,140,285,330,11400,166560.9,20189.2,1600,81225,108900,254752.3729,64000,23149125,35937000,128581165.2,2560000,6597500625,11859210000,64898771498
993,45000,6,2.5,29.1,20,554.22,1,220,400,450,8000,249399,11084.4,400,160000,202500,307159.8084,8000,64000000,91125000,170234109,160000,25600000000,41006250000,94347147896
994,45000,7,2.5,29.1,60,476.18,3,100,120,170,7200,80950.6,28570.8,3600,14400,28900,226747.3924,216000,1728000,4913000,107972573.3,12960000,207360000,835210000,51414379960
995,45000,9,2.5,29.1,20,419.65,0,200,210,260,4200,109109,8393,400,44100,67600,176106.1225,8000,9261000,17576000,73902934.31,160000,1944810000,4569760000,31013366382
996,45000,8,2.5,29.1,40,572.07,12,160,165,210,6600,120134.7,22882.8,1600,27225,44100,327264.0849,64000,4492125,9261000,187217965,2560000,741200625,1944810000,1.07E+11
997,45000,9,2.5,29.1,20,479.15,4,200,150,200,3000,95830,9583,400,22500,40000,229584.7225,8000,3375000,8000000,110005519.8,160000,506250000,1600000000,52709144805
998,105000,7,2.5,29.1,20,353.14,5,200,330,380,6600,134193.2,7062.8,400,108900,144400,124707.8596,8000,35937000,54872000,44039333.54,160000,11859210000,20851360000,15552050246
999,95000,9,2.5,29.1,20,542.37,10,200,210,260,4200,141016.2,10847.4,400,44100,67600,294165.2169,8000,9261000,17576000,159546388.7,160000,1944810000,4569760000,86533174834
1000,50000,7,2.5,29.1,50,349.41,7,120,165,210,8250,73376.1,17470.5,2500,27225,44100,122087.3481,125000,4492125,9261000,42658540.3,6250000,741200625,1944810000,14905320566
1001,60000,6,2.5,29.1,40,89.81,1,140,285,330,11400,29637.3,3592.4,1600,81225,108900,8065.8361,64000,23149125,35937000,724392.7401,2560000,6597500625,11859210000,65057711.99
1002,55000,9,2.5,29.1,20,127.12,3,220,210,260,4200,33051.2,2542.4,400,44100,67600,16159.4944,8000,9261000,17576000,2054194.928,160000,1944810000,4569760000,261129259.3
1003,40000,7,2.5,29.1,60,155.24,1,100,280,330,16800,51229.2,9314.4,3600,78400,108900,24099.4576,216000,21952000,35937000,3741199.798,12960000,6146560000,11859210000,580783856.6
1004,40000,7,2.5,29.1,60,230.2,6,100,120,170,7200,39134,13812,3600,14400,28900,52992.04,216000,1728000,4913000,12198767.61,12960000,207360000,835210000,2808156303
1005,105000,9,2.5,29.1,20,190.37,10,200,180,230,3600,43785.1,3807.4,400,32400,52900,36240.7369,8000,5832000,12167000,6899149.084,160000,1049760000,2798410000,1313391011
1006,85000,9,2.5,29.1,20,195.8,3,200,330,380,6600,74404,3916,400,108900,144400,38337.64,8000,35937000,54872000,7506509.912,160000,11859210000,20851360000,1469774641
1007,100000,7,2.5,29.1,20,190.34,9,220,480,300,9600,57102,3806.8,400,230400,90000,36229.3156,8000,110592000,27000000,6895887.931,160000,53084160000,8100000000,1312563309
1008,100000,9,2.5,29.1,20,113.44,14,220,285,330,5700,37435.2,2268.8,400,81225,108900,12868.6336,8000,23149125,35937000,1459817.796,160000,6597500625,11859210000,165601730.7
1009,85000,9,2.5,29.1,40,186.42,2,200,210,260,8400,48469.2,7456.8,1600,44100,67600,34752.4164,64000,9261000,17576000,6478545.465,2560000,1944810000,4569760000,1207730446
1010,105000,9,2.5,29.1,20,82.46,2,200,330,380,6600,31334.8,1649.2,400,108900,144400,6799.6516,8000,35937000,54872000,560699.2709,160000,11859210000,20851360000,46235261.88
1011,50000,7,2.5,29.1,50,156.71,6,120,120,170,6000,26640.7,7835.5,2500,14400,28900,24558.0241,125000,1728000,4913000,3848487.957,6250000,207360000,835210000,603096547.7
1012,60000,6,2.5,29.1,40,218.08,8,140,285,330,11400,71966.4,8723.2,1600,81225,108900,47558.8864,64000,23149125,35937000,10371641.95,2560000,6597500625,11859210000,2261847676
1013,105000,9,2.5,29.1,20,166.4,4,200,150,200,3000,33280,3328,400,22500,40000,27688.96,8000,3375000,8000000,4607442.944,160000,506250000,1600000000,766678505.9
1014,95000,9,2.5,29.1,20,133.65,1,200,330,380,6600,50787,2673,400,108900,144400,17862.3225,8000,35937000,54872000,2387299.402,160000,11859210000,20851360000,319062565.1
1015,85000,9,2.5,29.1,20,107.87,3,200,285,330,5700,35597.1,2157.4,400,81225,108900,11635.9369,8000,23149125,35937000,1255168.513,160000,6597500625,11859210000,135395027.5
1016,100000,9,2.5,29.1,20,78.26,3,220,330,380,6600,29738.8,1565.2,400,108900,144400,6124.6276,8000,35937000,54872000,479313.356,160000,11859210000,20851360000,37511063.24
1017,75000,7,2.5,29.1,30,124.53,7,180,285,330,8550,41094.9,3735.9,900,81225,108900,15507.7209,27000,23149125,35937000,1931176.484,810000,6597500625,11859210000,240489407.5
1018,90000,9,2.5,29.1,20,127.53,4,200,200,250,4000,31882.5,2550.6,400,40000,62500,16263.9009,8000,8000000,15625000,2074135.282,160000,1600000000,3906250000,264514472.5
1019,45000,6,2.5,29.1,40,156.59,12,140,285,330,11400,51674.7,6263.6,1600,81225,108900,24520.4281,64000,23149125,35937000,3839653.836,2560000,6597500625,11859210000,601251394.2
1020,65000,8,2.5,29.1,20,81.02,3,160,405,450,8100,36459,1620.4,400,164025,202500,6564.2404,8000,66430125,91125000,531834.7572,160000,26904200625,41006250000,43089252.03
1021,65000,8,2.5,29.1,40,47.01,3,160,165,210,6600,9872.1,1880.4,1600,27225,44100,2209.9401,64000,4492125,9261000,103889.2841,2560000,741200625,1944810000,4883835.246
1022,85000,9,2.5,29.1,20,77.16,3,200,285,330,5700,25462.8,1543.2,400,81225,108900,5953.6656,8000,23149125,35937000,459384.8377,160000,6597500625,11859210000,35446134.08
1023,105000,9,2.5,29.1,20,86,0,200,360,410,7200,35260,1720,400,129600,168100,7396,8000,46656000,68921000,636056,160000,16796160000,28257610000,54700816
1024,50000,7,2.5,29.1,50,170.11,10,120,165,210,8250,35723.1,8505.5,2500,27225,44100,28937.4121,125000,4492125,9261000,4922543.172,6250000,741200625,1944810000,837373819
1025,50000,9,2.5,29.1,20,104.81,6,220,360,410,7200,42972.1,2096.2,400,129600,168100,10985.1361,8000,46656000,68921000,1151352.115,160000,16796160000,28257610000,120673215.1
1026,50000,7,2.5,29.1,60,79.16,3,100,120,170,7200,13457.2,4749.6,3600,14400,28900,6266.3056,216000,1728000,4913000,496040.7513,12960000,207360000,835210000,39266585.87
1027,50000,7,2.5,29.1,50,158.86,15,120,165,210,8250,33360.6,7943,2500,27225,44100,25236.4996,125000,4492125,9261000,4009070.326,6250000,741200625,1944810000,636880912.1
1028,70000,8,2.5,29.1,40,113.6,5,160,165,210,6600,23856,4544,1600,27225,44100,12904.96,64000,4492125,9261000,1466003.456,2560000,741200625,1944810000,166537992.6
1029,100000,9,2.5,29.1,20,69.66,1,220,210,260,4200,18111.6,1393.2,400,44100,67600,4852.5156,8000,9261000,17576000,338026.2367,160000,1944810000,4569760000,23546907.65
1030,100000,9,2.5,29.1,20,141.43,2,220,210,260,4200,36771.8,2828.6,400,44100,67600,20002.4449,8000,9261000,17576000,2828945.782,160000,1944810000,4569760000,400097802
1031,40000,7,2.5,29.1,60,133.6,3,100,120,170,7200,22712,8016,3600,14400,28900,17848.96,216000,1728000,4913000,2384621.056,12960000,207360000,835210000,318585373.1
1032,55000,6,2.5,29.1,40,182.92,9,140,285,330,11400,60363.6,7316.8,1600,81225,108900,33459.7264,64000,23149125,35937000,6120453.153,2560000,6597500625,11859210000,1119553291
1033,40000,7,2.5,29.1,60,138.5,11,100,120,170,7200,23545,8310,3600,14400,28900,19182.25,216000,1728000,4913000,2656741.625,12960000,207360000,835210000,367958715.1
1034,40000,6,2.5,29.1,40,76.58,1,140,300,350,12000,26803,3063.2,1600,90000,122500,5864.4964,64000,27000000,42875000,449103.1343,2560000,8100000000,15006250000,34392318.03
1035,40000,6,2.5,29.1,40,46.62,0,140,285,330,11400,15384.6,1864.8,1600,81225,108900,2173.4244,64000,23149125,35937000,101325.0455,2560000,6597500625,11859210000,4723773.623
1036,45000,6,2.5,29.1,40,114.34,3,140,180,230,7200,26298.2,4573.6,1600,32400,52900,13073.6356,64000,5832000,12167000,1494839.495,2560000,1049760000,2798410000,170919947.8
1037,75000,7,2.5,29.1,30,49.48,0,180,285,330,8550,16328.4,1484.4,900,81225,108900,2448.2704,27000,23149125,35937000,121140.4194,810000,6597500625,11859210000,5994027.952
1038,55000,6,2.5,29.1,40,143.54,7,140,285,330,11400,47368.2,5741.6,1600,81225,108900,20603.7316,64000,23149125,35937000,2957459.634,2560000,6597500625,11859210000,424513755.8
1039,50000,7,2.5,29.1,50,85.01,3,120,165,210,8250,17852.1,4250.5,2500,27225,44100,7226.7001,125000,4492125,9261000,614341.7755,6250000,741200625,1944810000,52225194.34
1040,60000,6,2.5,29.1,40,156.01,9,140,200,250,8000,39002.5,6240.4,1600,40000,62500,24339.1201,64000,8000000,15625000,3797146.127,2560000,1600000000,3906250000,592392767.2
1041,45000,6,2.5,29.1,40,101.91,5,140,285,330,11400,33630.3,4076.4,1600,81225,108900,10385.6481,64000,23149125,35937000,1058401.398,2560000,6597500625,11859210000,107861686.5
1042,60000,6,2.5,29.1,40,92.89,4,140,285,330,11400,30653.7,3715.6,1600,81225,108900,8628.5521,64000,23149125,35937000,801506.2046,2560000,6597500625,11859210000,74451911.34
1043,80000,7,2.5,29.1,30,44.65,0,180,150,200,4500,8930,1339.5,900,22500,40000,1993.6225,27000,3375000,8000000,89015.24463,810000,506250000,1600000000,3974530.673
1044,55000,6,2.5,29.1,40,105.8,0,140,285,330,11400,34914,4232,1600,81225,108900,11193.64,64000,23149125,35937000,1184287.112,2560000,6597500625,11859210000,125297576.4
1045,70000,8,2.5,29.1,40,60.31,11,160,165,210,6600,12665.1,2412.4,1600,27225,44100,3637.2961,64000,4492125,9261000,219365.3278,2560000,741200625,1944810000,13229922.92
1046,65000,8,2.5,29.1,40,107.28,4,160,165,210,6600,22528.8,4291.2,1600,27225,44100,11508.9984,64000,4492125,9261000,1234685.348,2560000,741200625,1944810000,132457044.2
1047,95000,9,2.5,29.1,20,157.54,1,200,210,260,4200,40960.4,3150.8,400,44100,67600,24818.8516,8000,9261000,17576000,3909961.881,160000,1944810000,4569760000,615975394.7
1048,70000,8,2.5,29.1,40,200.01,4,160,165,210,6600,42002.1,8000.4,1600,27225,44100,40004.0001,64000,4492125,9261000,8001200.06,2560000,741200625,1944810000,1600320024
1049,105000,6,2.5,29.1,20,236.08,4,200,500,550,10000,129844,4721.6,400,250000,302500,55733.7664,8000,125000000,166375000,13157627.57,160000,62500000000,91506250000,3106252717
1050,105000,7,2.5,29.1,35,222,1,200,330,380,11550,84360,7770,1225,108900,144400,49284,42875,35937000,54872000,10941048,1500625,11859210000,20851360000,2428912656
1051,60000,6,2.5,29.1,40,286.5,7,140,285,330,11400,94545,11460,1600,81225,108900,82082.25,64000,23149125,35937000,23516564.63,2560000,6597500625,11859210000,6737495765
1052,95000,9,2.5,29.1,20,285.95,1,200,210,260,4200,74347,5719,400,44100,67600,81767.4025,8000,9261000,17576000,23381388.74,160000,1944810000,4569760000,6685908112
1053,90000,9,2.5,29.1,20,162.56,5,200,210,260,4200,42265.6,3251.2,400,44100,67600,26425.7536,8000,9261000,17576000,4295770.505,160000,1944810000,4569760000,698320453.3
1054,95000,9,2.5,29.1,20,256.56,6,200,100,150,2000,38484,5131.2,400,10000,22500,65823.0336,8000,1000000,3375000,16887557.5,160000,100000000,506250000,4332671752
1055,95000,9,2.5,29.1,20,171.09,5,200,210,260,4200,44483.4,3421.8,400,44100,67600,29271.7881,8000,9261000,17576000,5008110.226,160000,1944810000,4569760000,856837578.6
1056,100000,9,2.5,29.1,20,150.36,0,220,210,260,4200,39093.6,3007.2,400,44100,67600,22608.1296,8000,9261000,17576000,3399358.367,160000,1944810000,4569760000,511127524
1057,40000,7,2.5,29.1,60,249.83,2,100,300,350,18000,87440.5,14989.8,3600,90000,122500,62415.0289,216000,27000000,42875000,15593146.67,12960000,8100000000,15006250000,3895635833
1058,45000,6,2.5,29.1,40,325.07,5,140,285,330,11400,107273.1,13002.8,1600,81225,108900,105670.5049,64000,23149125,35937000,34350311.03,2560000,6597500625,11859210000,11166255606
1059,70000,8,2.5,29.1,40,319.27,1,160,165,210,6600,67046.7,12770.8,1600,27225,44100,101933.3329,64000,4492125,9261000,32544255.19,2560000,741200625,1944810000,10390404356
1060,70000,8,2.5,29.1,40,259.12,0,160,165,210,6600,54415.2,10364.8,1600,27225,44100,67143.1744,64000,4492125,9261000,17398139.35,2560000,741200625,1944810000,4508205869
1061,80000,7,2.5,29.1,30,179.64,1,180,285,330,8550,59281.2,5389.2,900,81225,108900,32270.5296,27000,23149125,35937000,5797077.937,810000,6597500625,11859210000,1041387081
1062,50000,7,2.5,29.1,35,277.14,1,120,165,210,5775,58199.4,9699.9,1225,27225,44100,76806.5796,42875,4492125,9261000,21286175.47,1500625,741200625,1944810000,5899250670
1063,75000,7,2.5,29.1,30,159.81,1,180,200,250,6000,39952.5,4794.3,900,40000,62500,25539.2361,27000,8000000,15625000,4081425.321,810000,1600000000,3906250000,652252580.6
1064,55000,6,2.5,29.1,40,127.14,1,140,285,330,11400,41956.2,5085.6,1600,81225,108900,16164.5796,64000,23149125,35937000,2055164.65,2560000,6597500625,11859210000,261293633.6
1065,75000,7,2.5,29.1,30,48.85,0,180,285,330,8550,16120.5,1465.5,900,81225,108900,2386.3225,27000,23149125,35937000,116571.8541,810000,6597500625,11859210000,5694535.074
1066,75000,7,2.5,29.1,30,101.08,2,180,150,200,4500,20216,3032.4,900,22500,40000,10217.1664,27000,3375000,8000000,1032751.18,810000,506250000,1600000000,104390489.2
1067,75000,9,2.5,29.1,20,176.51,1,200,210,260,4200,45892.6,3530.2,400,44100,67600,31155.7801,8000,9261000,17576000,5499306.745,160000,1944810000,4569760000,970682633.6
1068,75000,7,2.5,29.1,30,204.13,0,180,285,330,8550,67362.9,6123.9,900,81225,108900,41669.0569,27000,23149125,35937000,8505904.585,810000,6597500625,11859210000,1736310303
1069,60000,6,2.5,29.1,40,281.04,1,140,285,330,11400,92743.2,11241.6,1600,81225,108900,78983.4816,64000,23149125,35937000,22197517.67,2560000,6597500625,11859210000,6238390366
1070,90000,9,2.5,29.1,20,252.24,2,200,210,260,4200,65582.4,5044.8,400,44100,67600,63625.0176,8000,9261000,17576000,16048774.44,160000,1944810000,4569760000,4048142865
1071,100000,7,2.5,29.1,20,264.37,3,220,200,250,4000,66092.5,5287.4,400,40000,62500,69891.4969,8000,8000000,15625000,18477215.04,160000,1600000000,3906250000,4884821339
1072,90000,9,2.5,29.1,20,192.21,4,200,210,260,4200,49974.6,3844.2,400,44100,67600,36944.6841,8000,9261000,17576000,7101137.731,160000,1944810000,4569760000,1364909683
1073,70000,8,2.5,29.1,40,125.26,0,160,165,210,6600,26304.6,5010.4,1600,27225,44100,15690.0676,64000,4492125,9261000,1965337.868,2560000,741200625,1944810000,246178221.3
1074,60000,6,2.5,29.1,40,129.4,2,140,285,330,11400,42702,5176,1600,81225,108900,16744.36,64000,23149125,35937000,2166720.184,2560000,6597500625,11859210000,280373591.8
1075,85000,9,2.5,29.1,20,65.86,0,200,210,260,4200,17123.6,1317.2,400,44100,67600,4337.5396,8000,9261000,17576000,285670.3581,160000,1944810000,4569760000,18814249.78
1076,85000,6,2.5,29.1,40,148,2,140,285,330,11400,48840,5920,1600,81225,108900,21904,64000,23149125,35937000,3241792,2560000,6597500625,11859210000,479785216
1077,85000,7,2.5,29.1,50,99.73,1,120,400,450,20000,44878.5,4986.5,2500,160000,202500,9946.0729,125000,64000000,91125000,991921.8503,6250000,25600000000,41006250000,98924366.13
1078,85000,8,2.5,29.1,40,66.21,1,160,165,210,6600,13904.1,2648.4,1600,27225,44100,4383.7641,64000,4492125,9261000,290249.0211,2560000,741200625,1944810000,19217387.68
1079,85000,7,2.5,29.1,60,70.18,1,100,120,170,7200,11930.6,4210.8,3600,14400,28900,4925.2324,216000,1728000,4913000,345652.8098,12960000,207360000,835210000,24257914.19
1080,70000,8,2.5,29.1,40,124.91,8,160,165,210,6600,26231.1,4996.4,1600,27225,44100,15602.5081,64000,4492125,9261000,1948909.287,2560000,741200625,1944810000,243438259
1081,40000,7,2.5,29.1,60,64.47,4,100,120,170,7200,10959.9,3868.2,3600,14400,28900,4156.3809,216000,1728000,4913000,267961.8766,12960000,207360000,835210000,17275502.19
1082,95000,9,2.5,29.1,20,39.6,5,200,150,200,3000,7920,792,400,22500,40000,1568.16,8000,3375000,8000000,62099.136,160000,506250000,1600000000,2459125.786
